Alignment  Sheet,Legal Location,Approximate KP,Tract No.,Environmental Issue(s),Observation(s) in 2010,Observation(s) in 2011,Repairs to Date  (2010 and 2011),Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
86,SW 35-1-3,1225.7 to 1225.9,4400,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
86,SW 35-1-3,1225.9 to 1226.2,4401,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,SE 35-1-3,1226.7,4402,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
86,NE 26-1-3,1226.8 to 1227.0,4404,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
86,NW 25-1-3,1227.3,4405,Soils - Subsidence,--,Hydrovac hole observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Repair hole and monitor in 2012.,,,
86,NW 25-1-3,1227.4,4405,BSoils - Water Erosion Water Quality and Quantity uffalo Creek,Poor vegetation establishment on banks at construction right-of-way crossing.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,,
86,NW 25-1-3,1227.4,4405,BVegetation – Weeds uffalo Creek,"High density of leafy spurge, false ragweed, lamb’s-quarters and sweet clover observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,NE 25-1-3,1228.4 to 1228.6,4406.01,Soils - Erosion,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Erosion repaired by landowner in 2010.,Resolved,None.,,,
86,SE 25-1-3,1228.85,4407,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
86,NE 19-1-2,1230.4 to 1230.7,4413,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
87,NW 20-1-2,1230.75,4414,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
87,NW 20-1-2,1231.5,4415,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired by landowner in 2010.,Resolved,None.,,,
87,NW 20-1-2,1231.6,4415.01,DSoils - Water Erosion Water Quality and Quantity rainage Channel,Poor vegetation establishment on banks at construction right-of-way crossing.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,,
87,SW 21-1-2,1232.6 to 1233.4,4419 to 4421,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,SE 21-1-2,1233.4 to 1234.0,4422,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87 (cont’d),SE 21-1-2 (cont’d),1233.5,4422,Vegetation - Weeds,"Moderate weed density of lamb’s-quarters, creeping thistle, green smartweed, perennial sow-thistle, green foxtail, narrow-leaved hawk’s-beard and round-leaved mallow on construction right-of-way. No scentless chamomile observed on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,NE 16-1-2,1234.0 to 1234.3,4423,Soils - Admixing,Minor admixing observed on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,NE 16-1-2,1234.0 to 1234.3,4423,Soils - Rutting and Compaction,Rutting observed on the construction right-of-way. No compaction observed on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,NE 16-1-2,1234.0 to 1234.3,4423,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired by landowner in 2010.,Resolved,None.,,,
87,NW 15-1-2,1234.3 to 1235.3,4424 4425,Soils - Rutting and Compaction,Rutting observed on the construction right-of-way. No compaction observed on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,NW 15-1-2,1234.3 to 1235.3,4424 4425,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
87,NW 15-1-2,1234.3 to 1235.3,4424 4425,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
87,NE 15-1-2,1235.3 to 1236.1,4426 4427,Soils - Rutting and Compaction,Moderate compaction on construction right-of-way. No rutting observed on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,NE 15-1-2,1235.3 to 1236.1,4426 4427,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
87,NE 15-1-2,1235.5,4427,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
87,NE 15-1-2,1235.5 to 1235.7,4427,Landscape - Coarse Fragments,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Course fragments repaired in 2010.,Resolved,None.,,,
87,NW 14-1-2,1236.1 to 1236.4,4428,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,SW 14-1-2,1236.4 to 1237,4429,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,S1/2-14-1-2,1236.4 to 1238.0,4429 4430 4431 4432,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
87,SE 14-1-2,1237.0 to 1238.0,4431 4432,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,SW 13-1-2,1238.0 to 1238.3,4433,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
87,NW 12-1-2,1238.3 to 1238.9,4434,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
87,NE 12-1-2,1239.3 to 1239.7,4435,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
87,NE 12-1-2,1238.9 to 1239.7,4435,Soils - Compaction,Moderate compaction observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,NE 12-1-2,1239.5,4435,DSoils - Erosion Water Quality and Quantity rainage Channel,Poor vegetation establishment on both banks of drainage. Minor rill and gully erosion and slumping on banks. Silt fence too short.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,NE 12-1-2,1239.5,4435,DVegetation – Weeds rainage Channel,"Moderate to high density of field dock, dandelion, perennial sow-thistle, false ragweed, green smartweed and sweet clover observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,SE 7-1-1,1241.4,4438,DSoils - Erosion Water Quality and Quantity rainage Channel,Poor vegetation establishment on both banks. Minor slumping observed on banks at construction right-of-way crossing.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,,
87,SE 7-1-1,1241.4,4438,DVegetation – Weeds rainage Channel,"High density of redroot pigweed, perennial sow-thistle, green smartweed, wild buckwheat, round-leaved mallow, stinkweed and creeping thistle observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
87,SW 8-1-1,1241.6 and  GR 0.1 to  GR 0.5,4439,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
87 (cont’d),SW 8-1-1 (cont’d),1241.65 to  GR 0.1,4439.01,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
87 (cont’d),SW 8-1-1 (cont’d),GR 0.5 to  GR 0.75,4439.02,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
87,NE 5-1-1,1243.0 to 1243.35,4441,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,,
87,NW 4-1-1,1243.35 to 1243.75,4442,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
87,NW 4-1-1 to SW 4-1-1,1243.75 to 1244.6,4443  to  4445,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
87,SE 4-1-1,1245.2,4446,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
