Alignment  Sheet,Legal Location,Approximate KP,Tract No.,Environmental Issue(s),Observation(s) in 2010,Observation(s) in 2011,Repairs to Date  (2010 and 2011),Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
22,SW 20-36-26,299.70 to 299.76,542,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: no baseline assessment completed,"Health: unhealthy (19%). Weeds: creeping thistle, perennial sow-thistle. Bare ground on construction right-of-way (20% erosion). L.O. has cultivated riparian area. Undesirable species dominant on construction right-of-way.",Health: Unhealthy (46%) Wetland is considered Resolved based on comparison with wetland condition immediately off construction right-of-way,--,Resolved,None.,,W3M,
22,NE 17-36-26,301.2,544,Soils - Erosion,Erosion on south edge of construction right-of-way with potential of sedimentation entering waterbody south of construction right-of-way observed during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
22,NE 17-36-26,300.9,544,Soils - Subsidence,Issue reported by construction contractor.,Moderate subsidence observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Repair subsidence and monitor in 2012.,,W3M,
22,NW 16-36-26,301.3,545,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
22,SE 16-36-26,"302.3, 302.6",547,Soils - Trench Compaction,Moderate to severe compaction on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,Compaction repaired by landowner in 2010.,Resolved,None.,,W3M,
22,SE 16-36-26,302.6,547,Soils - Admixing,Minor admixing on construction right-of-way observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
22,SE 16-36-26,303.1,547,Soils - Trench Compaction,Minor subsidence on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,Compaction repaired by landowner in 2010.,Resolved,None.,,W3M,
22,NW 10-36-26,303.4 to 303.7,549,Soils - Trench Compaction,Moderate compaction and reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
22,SW 12-36-26,306.8 to 307.0,554,Soils - Erosion,Minor erosion observed on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,Erosion repaired by landowner in 2010.,Resolved,None.,,W3M,
23,S1/2 6-36-25,308.7 to 310.5,558 558.01 559,Soils - Erosion,Fallow crop land not assessed during the ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23,SE 6-36-25,310.2 to 310.4,559,Vegetation - Weeds,Fallow crop land not assessed during the ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23,SE 6-36-25,310.2 to 310.5,559,Soils - Problem Lower Subsoil (saline subsoils),Fallow crop land not assessed during the ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23,NE 32-35-25,311.4 to 311.7,562,Soils - Problem Lower Subsoil (saline subsoils),Moderate admixing and reduced crop growth on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23,NE 32-35-25,311.4 to 312.3,562,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way at west end of quarter during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23,SW 33-35-25,312.3 to 312.8,565,Soils - Problem Lower Subsoil (saline subsoils),Moderate admixing and reduced crop growth on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,Admixing repaired by landowner in 2010.,Resolved,None.,,W3M,
23,SW 33-35-25,312.5 to 312.7,565,Soils - Subsidence,Moderate subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,W3M,
23,NW 27-35-25,314.2 to 315.1,568,Vegetation - Weeds,"High density of kochia, perennial sow-thistle, foxtail barley and leafy spurge observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23,E1/2 27-35-25,315.6 to 316.0,569 570,Vegetation - Weeds,"High density of foxtail barley, gumweed and flixweed observed on construction right-of-way during ground reconnaissance.","Moderate density of creeping thistle, foxtail barley, gumweed and flixweed observed on construction right-of-way during ground reconnaissance.",Weeds sprayed in fall 2011.,Unresolved,Monitor in 2012.,,W3M,
23,SW 19-35-24,319.8 to 320.3,577,Soils -Compaction,Minor compaction and reduced crop growth observed along trench line during the ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23,SE 19-35-24,320.7 to 320.85,578,Soils - Erosion,Crop land in fallow - not assessed during the ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23,SE 19-35-24,320.7 to 320.85,578,Soils - Problem Lower Subsoil (saline subsoils),Crop land in fallow - not assessed during the ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23,SE 19-35-24,320.8 to 320.85,578 579,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: no baseline assessment completed,Health: healthy with problems (65%). Weeds: perennial sow-thistle. Erosion ditch is present (purpose-built). L.O. has cultivated to wetland edge.,Health: Healthy with Problems (64%) Wetland is considered Resolved based on comparison with wetland condition immediately off construction right-of-way,Silt fence removed in summer 2011.,Resolved,None.,,W3M,
23,NE 18-35-24,320.9,579,Soils - Problem Lower Subsoil (saline subsoils),Moderate admixing and reduced crop growth on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23 (cont’d),NE 18-35-24 (cont’d),321.5 to 321.6,579,Soils - Problem Lower Subsoil (saline subsoils),Moderate admixing and reduced crop growth on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
23,NW 17-35-24,322.2 to 322.25,580,Soils - Subsidence,Moderate subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,W3M,
23,NW 17-35-24,322.3,580,Vegetation – Crop Growth,--,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Monitor crop growth in 2012.,,W3M,
23,NW 17-35-24,322.3,580,Soils - Compaction,--,Moderate compaction observed on construction right-of-way during ground reconnaissance.,--,Unresolved,"Alleviate compaction, if warranted, and monitor in 2012.",,W3M,
24,NE 9-35-24,324.6 to 325.5,585,Vegetation - Weeds,--,"Moderate density of foxtail barley, absinthe, perennial sow-thistle, gumweed and kochia observed on construction right-of-way during ground reconnaissance.",Reseeded in fall 2011.,Unresolved,Monitor in 2012.,,W3M,
24,NE 9-35-24,324.7,585,Vegetation - Rare Plants,"Not located in 2010, only common blue-eyed grass observed.",Located 100 plants in a 20 m (northwest/southeast) by 3 m (northeast/southwest) area.,--,Resolved,Monitor in 2012.,,W3M,
24,NE 9-35-24,324.85 to 325.1,585,Soils -Compaction,Moderate compaction and poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
24,SW 10-35-24,325.5 to 326.55,587,Vegetation - Weeds,--,"High density of foxtail barley, absinthe, perennial sow-thistle, gumweed and kochia observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
24,SW 10-35-24,326.4 to 326.55,587,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in fall 2011.,Resolved,None.,,W3M,
24,SE 10-35-24,326.55 to 326.8,588,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,Moderate vegetation establishment observed on construction right-of-way during ground reconnaissance. Heavy cattle traffic on construction right-of-way.,Reseeded in fall 2011.,Unresolved,Monitor grass growth in 2012.,,W3M,
24,SE 10-35-24,326.55 to 326.8,588,Vegetation - Weeds,--,High density of foxtail barley and gumweed observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
24,NE 3-35-24,326.8 to 327.6,589,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,Moderate vegetation establishment observed on construction right-of-way during ground reconnaissance.,Reseeded in fall 2011.,Unresolved,Monitor grass growth in 2012.,,W3M,
24 (cont’d),NE 3-35-24 (cont’d),326.8 to 327.6 (cont’d),589 (cont’d),Vegetation - Weeds,High density of foxtail barley and kochia observed on construction right-of-way during ground reconnaissance.,"High density of foxtail barley, gumweed and kochia observed on construction right-of-way during ground reconnaissance.",Weeds mowed in summer 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
24,NW 2-35-24,327.6 to 328.2,590,Vegetation - Weeds,--,"High density of foxtail barley, kochia, annual sow-thistle and gumweed observed on construction right-of-way during ground reconnaissance.",Weeds sprayed in fall 2011.,Unresolved,Monitor in 2012.,,W3M,
24,NW 2-35-24,327.8 to 328.0,590,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Reseed and monitor grass growth in 2012.,,W3M,
24,SW 1-35-24,329.4 to 329.9,593,Vegetation - Weeds,--,"High density of foxtail barley, annual sow-thistle and gumweed observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
24,NW 35-34-24,329.9 to 330.3,594,Vegetation - Weeds,--,"High density of foxtail barley, bull thistle and gumweed observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
24,NW 35-34-24,330.0 to 330.15,594,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: healthy with problems (75%),"Health: unhealthy (56%). Weeds: Kochia, Russian thistle Elevated trench crown (approx. 20 cm). Bare ground on construction right-of-way. Disturbed by cattle. Wetland is drying. Undesirable species dominant on construction right-of-way.",Health: Healthy with Problems (63%),,Resolved,None.,,W3M,
24,NW 35-34-24,330.1 to 330.2,593,Vegetation - Establishment,--,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Reseed and monitor in 2012.,,W3M,
24,NE 35-34-24,330.6 to 331.3,595,Vegetation - Weeds,--,"High density of foxtail barley, bull thistle and gumweed observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
24,NW 36-34-24,331.3 to 331.6,596,Vegetation - Weeds,"Moderate density of foxtail barley, gumweed, lamb's-quarters, kochia, knawel and common tansy observed on construction right-of-way during ground reconnaissance.",Moderate density of foxtail barley and gumweed observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
